i,t,m,Aceite Vegetal,Aguacates,Ahí Verde,Ajo,Alimento Infantil,Apio,Arroz,Arvejas,Azúcar,Café Y Té,Carne De Res,Carnes De Puerco,Cebolla,Cereales Y Cremas,Cervezas,Chocolates,Cigarrillo Y Tabaco,Cocos (Pipas),Condimentos,"Culanto, Perejil, Cebollina",Embutidos,Enlatados Y Envasados,Frijoles,Galletas / Pasteles Y Dulces,Gelatinas,Guineos (Bananos),Harina De Trigo,Helados,Huevos De Gallina,Lecha Evaporada,Leche En Polvo,Leche Líquida,Lechuga,Lentejas,Licores Varios,Limones,Mangos,Manteca,Mantequilla,Manzanas,Margarina,Mariscos,Mayonesa,Maíz De Grano,Maíz De Mazorca,Melones,Miel,Naranjas,Otoes,Otros,Pan De Sal Y Pan De Dulce,"Panela, Raspadura, Etc",Papas,Papayas,Pastas Alimenticias,Pastas De Tomate,Pastillas Y Confites,Pepino,Pescados,Picaritas,Piñas,Plátanos Verdes,Pollo O Gallina,Porotos,Preparación De Maíz,Primer otro,Queso (Blanco Y Amarillo),Raspados Y Duros,Remolacha,Repollo,Sal,Sandias,Sardina Y Atún,Segundo otro,"Sodas, Refrescos Y Jugos",Sopa Enlatada,Tercer otro,Tomate,Viscera De Res,Visceras De Pollo O Gallina,Yuca,Zanahoria,Zapallo / Chayote,Ñame
19971081,1997,Los Santos,3.2,2.8,,0.69,,0.3,6.9,0.69,1.55,1.25,20,15,1,6,,,9,,0.5,,6,,1.2,6,,0.5,0.7,,0.6,1.8,,10.5,0.6,1.6,,,,,,1,,2,1.2,1,0.4,,,,0.7,,1.6,,1.05,,1.2,2.2,,0.4,3,,2,1.5,12.5,2,,,7.5,5,,,,,0.8,,12.5,0.7,,1,,,0.3,0.4,0.15,0.6
19971082,1997,Los Santos,,,0.4,,,0.4,4.5,0.8,0.84,0.6,25,7,,2.85,,,,,0.4,1.5,3.4,,1.5,0.75,,0.5,0.6,,,2.56,,1.7,1.2,1.8,,,,,,,,10,,,,,,,,0.8,3,,2,,1.5,1.92,,,,,,1.5,6,2.75,3,,3.5,2.25,,,0.5,,3.6,,1.5,0.6,,1.5,,,,0.4,,0.8
19971083,1997,Los Santos,2.6,,1,1.5,,1,18,2,4.65,2.25,6,6,1.5,,,,15,,1,,,,2.4,,,,,,,5.25,,,,2.6,,,,,,,3,2,,,,,,,0.4,,7.5,,,,2.28,1.88,,,2,,,3,4.8,3.4,,,1,,,,0.5,,,,6.75,,,,,,0.6,,,0.7
19971084,1997,Los Santos,3,,0.4,0.43,1.8,0.2,5.4,,1.4,2.35,8,10,1.3,2,,,,,,0.55,1.5,,0.8,1,,1,0.7,,1,2.64,11.02,4.8,0.3,1.2,,,,,,6,0.63,,,,1,,,,0.4,,4.5,,1.9,,1.1,1.73,,,,,1,2,8,2,,,2.63,5,,0.6,0.3,,1.28,,9.3,0.7,,0.4,,,0.5,0.86,,0.8
19971085,1997,Los Santos,3.45,2,0.5,0.4,,0.5,6,,1.55,1.25,20,17.5,1.5,2.25,,,,,,,8.5,1.2,0.5,1.5,,0.5,,,1.5,5.9,,4.8,0.9,0.8,,,,,,1,,5,1.35,,,,,,,2.8,6,,1.5,,2.22,2,,0.5,17,,,2,14.4,1,1.3,,6.5,3,,0.6,0.25,,3.1,,7.5,4,,1.8,5,,,0.7,,0.8
19971086,1997,Los Santos,,,,,,,8.5,,,,15,6,0.35,2.65,,,,,,,3,,,1,,1,,,,5.36,,2.94,,0.8,,,,,,1,,2.5,,,0.5,,,,0.5,,7.5,,0.7,,0.6,,,,4,,,,4,1.8,,,2.4,,,,,,,,0.9,,,0.4,,,0.3,0.4,,0.7
19971088,1997,Los Santos,,,,3.4,,0.6,7.5,0.5,1.55,5.1,67.2,10.5,3,,,,18,,,,,,0.6,1.5,,0.35,,,,6.5,,,1.8,,,,,,,,,3,3.6,,,,,,,,5.25,,0.8,,2.4,4.96,,,3,,,,9.1,1,,,11,2.75,0.3,7.2,0.75,,0.6,,5,,,1.2,,,,2.2,,
19971089,1997,Herrera,2.87,1,0.4,,,0.6,7.5,,1.5,,,,0.8,5.5,,,,,3,2,,,,2.5,,0.25,0.35,,3.3,,,,0.65,,,,,,,,1.5,6,3,,0.3,,,0.5,0.25,,5,,2,1,4.5,2,,0.2,3,,0.75,0.5,,,3,,,,0.4,0.5,1,,,,2,4,,0.45,,,0.3,0.5,0.2,1.2
19971090,1997,Herrera,4.4,,1,2.4,,0.8,4.5,,1.09,,15.75,,7.5,3.25,,,,,0.5,1.25,6.75,3.95,1.2,5,,1.5,,,1.2,8.85,,6.23,2,0.8,,,,,,1,1.33,6.25,,,0.3,1,,,0.5,,7.5,,1.58,1.5,2.08,1.23,,0.5,,,1.25,3,22.5,1.6,,,2.79,3.45,,1.2,0.25,1.5,2.2,,12,3.12,,9,5,,0.6,1.5,1.2,1
19971091,1997,Herrera,2,,0.8,0.75,5.5,0.45,4.5,,1.5,1.5,9,4.5,0.6,6,,,,,0.2,,6,,,3,,0.25,0.64,,1.2,3,6.99,6.3,1.3,,,,,,,,0.25,3.75,,,0.6,,,0.6,1,,7,,0.8,0.75,0.94,0.47,,0.4,5,,0.75,1,4,,3.5,,5,1.5,,0.5,1.5,,1.56,,1.8,3.5,,0.75,,,0.3,0.5,0.15,1.2
19971092,1997,Herrera,,1,0.4,,,0.6,7.35,,0.74,3.75,9,4.5,1.2,,,,,,,,8,3,0.5,6,,2,,,1.26,,,2.94,2,0.6,,,,,,,2,3.75,1.55,,,,,,0.4,,5,,2,,10,1.94,,,4,,0.6,4,4.5,0.9,6,,,3,1,0.7,0.5,,0.9,,7,,,2.1,,,0.45,1.4,,
19971093,1997,Herrera,6.25,1.5,2,0.75,,0.7,4.65,,3,1.4,40,6,1.5,12,,,,,1,,4,1,0.6,4,,0.75,0.7,,1.2,1.2,,9.45,3.5,1.4,,,,,,2,,,1.22,1.05,2.5,,,,2,,4.5,,0.8,2,5,2.5,,0.75,4,,,1.5,8,1.4,,,5,3,0.65,,0.25,,1.9,,6,5.2,,3.5,3,,1.6,3.5,0.4,3.2
19971094,1997,Herrera,2.75,,0.6,,,0.3,7.5,,1.45,,12,27,1.05,2.5,,,,,,,6,1.78,0.5,10,,0.25,,,1,3.15,,6.03,0.45,2.4,,,,,,,2,3,5.4,,0.2,,,,,,7.5,,1.2,,1.59,1.88,,,4,,1.2,0.5,12,2.5,3.5,,8.8,,,0.5,,,1.35,,5,0.4,,1.8,,,0.3,0.5,,1.2
19971095,1997,Los Santos,1.2,,,0.3,,,1.5,,0.74,,12,4.5,1,0.72,18,,,,,,3.24,,,,,,,,,1.8,,7.5,0.6,1.92,,,,,,,0.74,,1.93,,0.3,,,,,,2,,0.6,,0.53,8,,,,,0.75,0.5,15,,,,1.2,,0.6,1,,,0.92,,,,,2.25,,,0.45,0.75,,
19971096,1997,Los Santos,3.15,,,0.1,,,7.5,,2.17,,20.8,7.5,0.5,,,,,,,,2,,0.5,,,,0.6,,,9,,6.6,,0.6,,,,,,,3,,,,,,,,,,6,,1.2,,0.88,8.1,,,,,,1,7.25,0.8,,,3,2,,,0.9,,,,3.75,,,2.4,,,,,,1.5
19971097,1997,Los Santos,3.7,0.75,0.5,0.64,5,0.5,7.5,,0.93,1.25,16.8,5.6,2,2.94,,,,,0.25,,3.2,,0.8,2.5,,0.5,1,,1.2,3.6,,0.7,0.5,1,,,,,,,,,1.85,1,0.5,,,,,,4.5,,2.4,,1.2,1.48,,0.3,6,,,1,6,1.8,,,2.5,3,,1,0.5,,2.4,,3.6,,,1.8,,,1,0.5,,0.8
19971098,1997,Los Santos,2.67,1,0.65,0.25,,0.5,6,1,1.55,0.9,6,4,0.65,,,,,,0.3,0.75,1.5,,2,4,,0.5,0.75,,0.6,5.25,12,,0.45,2.5,,,,,,,0.75,2,,,0.5,,,,0.3,,2.25,,1,,1.04,1.75,,0.3,2,,,0.5,2.5,2.5,0.75,,3,1.5,0.25,,0.25,,1.5,,2.5,0.7,,0.75,,,0.4,0.5,0.5,0.75
19971099,1997,Los Santos,2.99,,0.75,0.5,,0.6,6.25,1,1.55,2.25,9,4,1.5,,,,,,1,,9,1.95,1.5,1,,0.75,0.35,,,,,,,3.25,,,,,,0.5,,5,1.75,,0.2,,,,,,5.25,,2.4,,3.42,2.8,,0.15,3,,1.5,3,15,3.4,,,,3,,3,,,3.9,,6,0.7,,1.1,,,,1.5,,
19971100,1997,Los Santos,3.29,,,0.7,,0.7,7.5,,2.17,5.16,17,5,0.8,4.34,,,,,0.7,,3.35,,1.8,4,,2,0.9,,2.4,3.5,11.08,,,2.1,,,,,,1.5,2,,1.45,,3,,,,,,9,,1.7,,2.28,3.7,,,4,,,0.6,2.5,2.7,,,2,1.55,0.5,0.6,1,,,,1.8,3.9,,1.2,,,0.45,0.7,0.2,1.35
19971101,1997,Los Santos,4.33,,,0.6,,0.2,7.5,,4.65,,9.6,4.7,1,0.59,,,,,,,1.12,,,1,,,0.3,,1,1.75,,,,,,,,,,,,,1.69,,,,,,,,3.5,,0.7,,1.04,3.12,,,0.7,,,1,2.25,,2,,1,,,,,2,0.84,,1.75,0.62,,,1.5,,,0.4,,0.4
19971102,1997,Los Santos,2.99,1,0.37,0.35,,0.37,7.5,1.3,2.79,1.24,15.8,5,0.7,1.42,,,,,0.9,,3,0.74,0.9,0.95,,,0.6,,,,5,,,1.3,,,,,,1,0.74,,0.52,0.5,1,,,,,,4,,1,,1.1,1.2,,0.3,4.2,,,0.6,8.8,1.3,,,1.95,,,0.4,0.25,,1.1,,2,1.05,,0.8,,,0.9,0.6,,1
19971103,1997,Los Santos,3.09,,0.6,0.3,,0.15,,,1.55,2.25,12,10,1,,,,18,,0.5,,1.95,,,0.7,,,,,,2.1,,,,,3.45,,,,,,0.25,,0.93,2.5,,,,,,,5.25,,0.35,,1.14,2.08,,,,,,0.5,2.3,,,,0.5,0.75,,0.5,0.25,,,,1.25,0.7,,,,,0.15,,,0.6
19971104,1997,Los Santos,6.3,,,0.3,,,7.5,0.5,1.6,2.6,8.5,3,1.25,,,,0.9,,,,1.25,,2.2,1.5,,,0.6,,,,,,,2.6,,,,,,,0.75,,0.6,6,,,,,,,7.5,,0.4,,0.64,1.1,,,,,,1.5,,3.4,,,,,,0.4,0.5,,,,,0.7,,,,,,0.6,,1.2
19971105,1997,Los Santos,0.85,,0.4,0.25,,,,0.6,0.6,2.25,12.75,2.5,0.5,,,,,,,,,,1,1.5,,,0.6,,,5.25,19,,,1.7,,,,,,,,,,,,,,,,,,,0.4,,0.7,,,,,,,0.5,,0.9,,,,0.5,,,0.5,,,,,,,,,,,0.5,,0.4
19971106,1997,Los Santos,2.2,,0.8,1.4,,0.4,,1,0.62,1.84,18,,1,,,,,,0.5,,,,2,,,,0.6,,,,,,,2.6,,,,,,,,,,,0.1,,,,,,2.5,,0.8,,1.04,,,,,,1,1,1.3,3.12,,,0.5,,,,1,,1.5,,0.65,0.9,,0.5,,,0.5,1.1,,4
19971107,1997,Los Santos,2.99,,,0.35,,0.2,7.25,0.45,0.93,1.9,7.5,7.5,1.2,0.4,,,,,0.5,,,,1.65,0.5,,,1.05,,,0.7,7.62,,,1.65,,,,,,,,,,0.6,,,,,,,0.75,,1.2,,0.62,0.99,,,,,,0.5,,2.4,,,,,,,0.5,,0.55,,0.65,,,,,,0.4,,,0.8
19971108,1997,Los Santos,2.7,,,1,,,3,1,3.1,,,,,,,,,,,,,,3.6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,
19971109,1997,Los Santos,0.8,1,,,,,2.25,1,1.2,2.75,4.5,,1,2.42,,,,,0.6,,2.6,,1.6,1.5,,0.75,,,,,4.82,0.9,,1.2,,,,,,1.25,,,0.9,0.75,,,,,,,,,2,,1.2,0.95,,,,,2,2,6,,,,1.5,4.25,,,0.25,,,,6,1.16,,,,,,0.6,,
19971110,1997,Los Santos,4.05,,,,,,7.5,0.6,1.24,1.29,12,,1.6,1.5,,,,,,,0.9,,1.2,,,3.75,,,0.4,5.25,,4.5,,0.7,,,,,,,,,,,,,,,,,0.75,,1.2,,,0.35,,,,,,1.5,2.25,4,,,1.5,,,,0.25,,2.4,,2,0.7,,,,,,,,1.6
19971111,1997,Los Santos,0.85,3.75,0.5,0.3,,0.1,9,0.6,1.95,2.25,6.8,,2.5,0.37,,,,,,,3,,3,1.5,,,,,,5.25,,,,3,,,,,,,0.25,,1.05,,,,,,,,3,,6,,0.62,1.48,,,,,,6,,1,,,,2.5,,0.5,0.25,,,,6,,,1,,,0.9,0.5,,6
19971112,1997,Los Santos,3.09,,,,,,7.5,,1.35,1.75,8.5,2.5,,,,,0.25,,,,,,0.6,0.5,,0.25,,,,0.7,,,,,,,,,,,0.25,,,,,,,,,,3.5,,0.4,,,1.28,,,,,,0.5,,0.45,,,1.2,,,,0.25,,,,0.75,1.75,,,,,,,,
19971113,1997,Los Santos,0.85,,,,,0.2,9,,3.1,0.65,9,3.75,0.6,,,,3,,0.5,,0.9,,4.2,0.75,,,0.3,,,1.05,,,0.6,,,,,,,,,,0.97,,,,,,,,3.75,,2,,,,,,,,,,,,,,,1.05,0.25,0.7,0.25,,,,0.75,,,0.6,,,,0.4,,
19971114,1997,Los Santos,2.4,1,3,0.3,,,9,,3,2.5,12,12,3,,,,,,,,,,4.2,0.7,,,,,,,,,,1.4,,,,,,,,,,,,,,,,,7.5,,2,2,0.6,0.7,,,,,,2,1.3,0.8,,,,3.75,,,1,,,,3.75,,,,,,,,,3
19971115,1997,Los Santos,1.35,,0.35,0.35,4.8,0.5,3,,4.65,1.35,15,,1,4.32,,,,,,0.3,3,0.8,1.2,1.5,,1.5,,,,7.8,10.6,,,2.4,,,,,,,0.25,,2.3,,,,,,,,3,,1,,1.14,2.36,,,,,,0.4,,1.7,,,1.2,7.5,,,,,4.25,,7.5,1.6,,0.8,,,0.45,0.6,,0.35
19971116,1997,Los Santos,2.4,,0.9,0.5,,,13.5,,0.93,1.75,7.3,12.5,0.8,,6.4,,,,,0.1,1,,,0.5,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,1.2,,,,,,2.1,,,,5.5,0.9,,,,,,,,,,,0.75,,,0.4,,,,,,1.5
19971117,1997,Los Santos,3,,,0.3,,0.15,18,0.5,1.24,1.5,10.2,5,0.25,1.5,,,,,0.3,,1.4,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,3.75,,,,,0.64,,,1.4,,,,9.6,,,,,0.35,,,0.1,,0.6,,,0.35,,,,,,,,0.4
19971118,1997,Los Santos,,,,,,0.2,,,1.55,2,10,3.75,,,,,,,,,,,0.6,,,,,,,2.04,,,,0.8,,,,,,1,,,,,,,,,,,0.3,,0.8,,0.55,0.98,,,,,,,,0.9,,,,,,1.35,,,,,,,,0.5,,,,,,2
19971119,1997,Los Santos,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,1.25,,,,,,,,,
19971120,1997,Los Santos,3.1,,,0.5,,0.5,9,1.1,1.5,3.68,8.75,,0.8,1,,,,,,,1.8,,1.2,,,0.5,,,,0.65,2,,,1.6,,,,,,,0.5,,,5,,,,,,,7.5,,2,,2.2,1.2,,,,,,,,,,,2.5,,,1,0.9,,,,1.5,,,,,,,2,,4
19971121,1997,Los Santos,,,,0.25,,,0.6,,,0.75,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,0.2,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,
19971122,1997,Los Santos,2.2,,0.6,0.55,,0.4,7.5,1,2.5,,12,6,1.2,2,,,,,,,10,,0.5,2.5,,0.5,0.3,,,3.2,,1.8,,1.7,,,,,,1,,,1.48,,,,,,,,10,,0.8,,1.65,1,,0.25,8,,,0.5,8.8,0.9,,,,1.5,,0.3,0.25,,,,3,2,,0.8,,,1,0.6,1,1.5
19971123,1997,Los Santos,2.43,,,0.1,,,,,3.1,,9,2.5,2,1.5,,,,,,,,,,1.5,,,,,,5.25,,,,0.7,,,,,,,,,,,,,2.25,,,,3.75,,0.45,,0.55,0.92,,,,,,,,,,,1.5,1.5,,,,,,,1.95,,,,,,,,,
19971124,1997,Los Santos,2.4,,,,,,6,,0.62,2.25,15,,1,2.4,,,,,,,2,,3.5,,,,,,,0.35,,,,3.5,,,,,,,,,,,,,,,,,2.25,,2.25,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,
19971125,1997,Los Santos,2.7,,,0.75,,,9,,2.48,2.25,,,1.2,,,,,,,,0.3,,1.2,3,,2.25,,,,0.7,,,,0.6,,,,,,,1.5,,,,,,,,,,3,,0.9,,,0.7,,,,,,2,,,,,,,,,,,,,2.5,,,,,,,,,1.6
19971126,1997,Los Santos,3.1,,0.4,0.25,,,6.89,0.45,1.55,1.8,8.5,5,1.2,0.59,,,,,,,5.45,,0.45,0.6,,0.75,,,1,3.85,,7.5,,,,,,,,,0.25,3,,,5,,,1.5,1,,1.3,,0.6,,1.5,2.15,,,7,,1,0.5,2,,,,,0.8,,0.7,0.25,,1.2,,0.75,0.75,,,,1.55,0.6,1,0.4,1.05
19971127,1997,Los Santos,3.09,,,,,,7.5,,1.55,1.55,10,5.2,1.2,6.5,,,,,0.5,,2.3,1.48,,2.5,,0.5,0.6,,,3.4,,,,0.45,,,,,,1,0.5,3.75,1.86,0.4,,,,,,,2,,,,1.1,1.56,,,1.4,,,,,0.95,,,1.9,3.6,,,,,4.5,,2.8,1.4,,,,,,,,1.6
19971128,1997,Los Santos,3.18,,,0.7,,,6.25,1,0.9,1.6,,2.7,1,0.6,5.25,,,,,,2.5,,0.8,2,,0.25,,,,0.65,11.5,1.98,,,5,,,,,0.5,,3,,,,,,,0.25,,3.75,,0.8,,,,,,10,,0.6,1.5,3,0.8,,,1,1,,,,,0.8,,3.75,,,0.5,,,,,,2.8
19971129,1997,Los Santos,3.5,,,,,,7.5,0.7,1.24,1.5,7.5,3,0.5,1,,,,,,,3,,0.8,1.5,,,,,,2.1,,,,0.6,,,,,,,0.25,1.5,,,,,,,,,7.5,,1.5,,0.55,,,,5,,,1.25,,2,,,,,,1,,,0.85,,1.3,,,0.2,,,,,,
19971130,1997,Los Santos,1.35,,,0.7,,,7.5,0.5,1.55,1.6,5.1,2.5,1.2,1.14,,,,,0.5,,5.8,,0.6,1.5,,,0.3,,,,5,,,0.65,,,,,,,0.25,,0.9,,,,10.5,,,,7,,2,,1.1,1.75,,,2.1,,,1,4.05,,1.8,,1.5,,,,,,3.6,,,0.7,,1.4,,,2,,,3
19971131,1997,Los Santos,3.09,,1.6,0.25,5,0.3,7.5,,1.55,1.75,3.2,1.25,1.2,0.6,,,,,0.3,,1.8,,0.5,1.4,,0.3,1.2,,0.6,2.1,11.5,,,0.8,,,,,,,0.9,,,1,,,,,,,1,,0.8,,,1.62,,,,,1,1,3.45,0.9,,,0.7,2.8,,0.6,,,0.6,,2.75,0.7,,,,,0.45,0.6,,0.9
19971132,1997,Los Santos,3.6,,0.6,0.5,,0.5,7.5,1.5,0.62,2.25,10,2.4,1.8,,,,0.9,,0.4,,,,2,,,2.5,0.5,,1,,,0.61,,1.3,,,,,,,,,,2,,,,,,,3,,0.6,,0.55,,,0.3,,,,0.4,2,1.6,,,0.5,,,0.45,0.5,,0.6,,,,,0.7,,,0.8,0.6,,3.2
19971134,1997,Los Santos,,1,0.4,,,,,,1.24,1.3,12.5,7.5,1.2,,,,,,,,6,,1,2,,0.75,0.7,,,0.65,,,,1.6,,,,,,,0.8,,1.3,,0.5,,,,,,3,,1.35,,1.2,1.3,,0.3,,,,1.5,,1.8,,,,,,1.2,0.5,,0.75,,0.5,,,1.2,,,0.3,3,,0.7
19971135,1997,Los Santos,2.7,1.6,,1.25,,0.4,,1,5,1.5,3,7,1.8,1.2,,,,,0.4,,,,1.5,2,,1.5,2.8,,2.5,,,,,3.6,,,,,,,0.8,,0.75,,,,,,,,4,,0.6,,1.56,2.1,,,,,,1.2,7,5.6,,,,0.4,,1.2,0.45,,3,,1,,,,,,0.45,0.25,,
19971136,1997,Los Santos,10.8,,,,,,9,,4.8,,11.2,,,,,,,,,,,,1.5,,,,1.4,,,,,,,,,,,,,,1,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,
19971137,1997,Los Santos,,,,0.5,,,,,0.31,0.3,10,3,0.6,,,,,,,,,,,0.4,,,0.3,,,,,,,,,,,,,,,3,,,,,,,,,2.4,,,,,0.32,,,6.25,,,0.5,,,0.25,,4.5,0.75,,,,,,,2.05,,,,,,,,,0.4
19971138,1997,Los Santos,2.5,,,0.25,,0.4,7.5,,1.55,1.29,,,0.4,0.2,,,,,,,0.45,,,1.5,,1.5,,,0.3,3.4,,,,0.8,,,,,,,,1.75,0.66,,,,,,,,0.3,,0.4,,0.35,0.96,,0.3,,,,,,,1,,0.3,0.5,,0.5,,,,,1.2,0.38,,,,,,0.4,,
19971139,1997,Los Santos,4,2,1.9,0.2,,,,1,1.86,2.25,14,,2.45,6.81,15,,,,0.1,,4.26,,1.8,0.6,,,0.35,,,1.72,,0.75,,,,,,,,0.75,0.24,,0.7,10.8,,,,,,,7.7,,0.8,,0.67,3.41,,,1.75,,2.25,1.85,2.2,,,,3.4,1.25,,0.75,0.5,,0.85,,1.85,,,1.5,,,,0.5,,0.7
19971140,1997,Los Santos,1.7,0.5,0.3,0.2,,,1.55,,2.48,0.65,5.2,5,0.8,0.4,,,,,,,0.7,,0.6,5,,1,,,,1.4,4.5,3.72,0.3,0.8,,,,,,1.25,,,,0.8,0.2,,,,,,1.75,,0.8,,0.57,0.96,,,,,1,0.6,3.75,1.25,,,,,,,0.25,,,,4,0.7,,0.3,,,,0.3,,1.05
19971141,1997,Los Santos,1.35,,0.4,0.3,,0.35,4.5,,0.96,0.45,21,3.5,0.5,2.4,,,,,0.55,,4.2,0.6,0.6,,,0.3,0.33,,1.2,1.8,2,1.5,,0.7,,,,,,,0.21,,1.17,,,,,,,,2.1,,1,,0.32,1,,,,,,0.3,7.2,0.94,6,,2.19,,,0.75,0.25,,,,2.6,0.74,,2.15,,,,0.3,,0.5
19971142,1997,Los Santos,2.4,1,0.5,2,,0.25,8.4,0.6,3.72,4.5,7,2,1,0.3,7,,,0.6,0.3,0.5,7,1.1,1.5,15,,0.9,,,,4.9,,10.5,,0.8,8.3,0.5,,,,1,0.3,,0.6,2.7,0.4,,,2,0.5,,7.5,,1,1.75,1.71,1.2,,0.4,3,,0.75,1.2,,0.9,,,1.4,1.5,0.25,0.5,0.5,,1.15,,6,1.05,,1.2,,,0.45,0.15,0.45,1
19971143,1997,Los Santos,3.05,,,1,,0.65,,,3.1,1.4,15,15,0.8,,9.6,,18,,,,,,1,1,,0.25,,,,0.7,,,,1.1,,,,,,,0.15,,0.3,7.5,,,,,,,0.5,,,,,,,,,,,3,,0.9,,,0.4,,,0.6,0.5,,,,1.5,,,,2.5,,1,1.5,,
19971144,1997,Los Santos,0.75,,0.15,0.3,,0.3,,0.4,0.31,1.2,5.4,,0.2,0.35,,,,,0.5,,0.6,,1.1,,,3,,,,1.28,,0.5,,1.04,,,,,,,0.15,,0.95,,,,0.6,,,,1.2,,0.8,,0.6,1,,0.2,,,,1,2.7,1.8,,,,,,0.6,0.25,,,,,0.7,,0.35,,,0.75,0.6,0.15,2
19971145,1997,Los Santos,1.35,,,0.15,,0.25,11.1,,2.48,2.25,8.25,,0.6,,,,,,,,1.39,,0.6,1.5,,,0.35,,,,,,,,,,,,,,0.5,,0.66,,,,,,,,8.2,,0.35,,,0.52,,,,,,1.5,3,,,,,,,,,,,,,,,0.6,,,0.4,0.5,,0.4
19971146,1997,Los Santos,6,,0.7,0.1,,,18,,0.57,4.5,5.25,5,1,,,,,,,,12,,1.2,,,,,,,,,,,0.7,,,,,,,1.5,,1.05,4.5,0.6,,,,,,3.6,,,,1.2,1.54,,,,,,0.4,,0.4,,,,,,0.45,1,,2.25,,,0.7,,,1.85,,,0.25,,0.8
19971147,1997,Los Santos,3.48,,0.4,1.25,,,7.5,,0.31,1.25,26.25,,1.5,0.6,,,,,,,2,,,,,0.75,,,1.25,4.08,,11.25,,,,,,,,0.25,,,,,,,,,,,4.2,,0.4,,0.29,,,,,,,1.5,3.4,,0.5,,3,,,,0.5,,,,,0.37,,1.2,1,1.25,,,,0.4
19971148,1997,Los Santos,2.64,1,,0.2,,0.1,9,0.25,9,6.75,,2.4,0.4,1.5,2.35,,,,0.2,,,,0.25,4.5,,0.15,,,1.5,5.25,10,,,0.7,,,,,,0.75,1.5,,0.3,,,0.15,,0.15,,,6,,0.4,,0.35,2.1,,0.2,,,,0.3,41.14,2.7,,,4.5,0.75,,0.25,0.25,,,,0.75,1.05,,0.6,,,0.8,0.3,,6
19971149,1997,Los Santos,6.95,,0.15,,,0.2,3.6,,,,6.3,3,,0.69,,,,,,,3.45,1.38,,,,0.05,,,,1.92,,4.9,,,,,,,,0.75,,,,,,,,0.15,,,1.5,,,,,2.66,,,,,,0.3,10.5,,1.5,,2.3,,,,,,,,2.8,1.2,,,,,,,,
19971150,1997,Los Santos,2.7,,0.6,0.3,,,6,,1.55,2.2,12.5,6.6,0.8,1.75,,,,,,,6,,1,,,,,,,3.9,,3.2,,1.8,,,,,,,,5,,,,,,,,,3.3,,0.6,,1,1.4,,,5,,,1,,2,,,2.5,,,0.4,,,,,4,2,,1.4,,,,,,
19971151,1997,Los Santos,4,1.2,,0.8,,1,9,,0.93,1.2,14,8,0.8,5,10,,,,6,,0.75,5,,1,,0.5,0.3,,0.6,3.1,2.25,0.9,,,6,,,,,1,1.5,7.5,0.75,,,,,,,,6,,1.6,,1.8,7.8,,,5,,,0.5,5,2,0.35,,6,3,1,0.9,1,,,,11,2.64,,2.25,1.25,1,,1.2,0.6,0.8
19971152,1997,Los Santos,2.99,,1,0.3,,,7.5,,1.24,2.49,16.8,,1,2.75,2.8,,,,0.88,,0.75,,0.6,0.6,,2,0.86,,,1.75,,,,1.4,,,,,,,1.5,,,0.5,1,,,,,,9.75,,1.5,,0.64,1.24,,,,,,,6.75,1,,,3.38,2.75,,,0.5,,,,2.92,0.74,,0.5,,,,,,0.5
19971153,1997,Los Santos,2.8,,1,0.35,,0.3,4.5,,0.9,1,,,1.2,1.5,,,,,,,,,0.3,3,,1,,,1.5,,,6,,,,,,,,,,,,,,,,,,,7,,2,,,,,0.6,7.5,,2,0.5,20,,,,,3,,,0.25,,,,3,0.37,,1.2,,,,1.2,,2.8
19971154,1997,Los Santos,2.19,,,,10,,,0.8,3.1,2.25,5,10,1,1.5,,,,,1,,2,10,,5,,4,0.25,,,5,25,,,1.75,,,,,,1.25,,,0.85,,,,,,,,6,,1.5,,1.81,3.5,,,,,,1,5,3,1.25,,3.5,,,0.25,0.5,,2.25,,8.5,3,,0.4,,,,0.4,,0.6
19971155,1997,Los Santos,1.2,,,,,,3,,0.31,1.25,,,0.3,,2.5,,,,,,,,,,,1.25,,,0.4,0.37,2.3,0.35,,,,,,,,0.75,,,,,,,,,,,2.5,,,,,0.74,,,,,,,,2,1.4,,0.5,,,,0.25,,1.4,,,0.7,,,,,,,,
19971156,1997,Los Santos,2.99,,1.5,1.25,,6,,,2.63,2.1,8.5,7.5,2.8,3.3,1.5,,,,1.24,,,,0.5,,,0.1,,,,,,,,0.8,21,,,,,,1.5,,4.65,,,,,,,,0.4,,7.5,,2.2,4.9,,,2,,,0.5,,0.9,,,9,1,,,1,,,,9,0.74,,1.5,,,,3,,2.5
